ID,Name,Lat,Lon,Type
344,Bhagya Shakha Bungalow,19.24451451,72.98368085,
345,Maharastra Rd,19.05334051,72.84057151,
346,Ghodbunder Rd,19.27554496,72.91611461,
347,"F-9, Bipex Rd, Simplex, Sector 5, Jijamata Nagar, Sector 7, Ghansoli",19.11696425,72.99625635,
348,"300, 7, Mumbai - Pune Expy, Sector 4B, Asudgaon, Khanda Colony, Panvel",19.01854394,73.10896008,
349,Jari Mari Mandir Rd,19.26516645,72.89445635,
350,"200, Khot Kuwa Rd, Malkani Estate, Kasam Baug, Malad East",19.18524032,72.85771546,
351,Airside Rd,19.09307441,72.85655634,
352,"Shop No.11/12, Shivaji Rd, Old Panvel, Panvel",18.99111548,73.11514383,
353,Ghodbunder Rd,19.28635157,72.9076724,
354,"0, Western Express Hwy, Mashachapada, Mira Road East",19.27783432,72.88982331,
355,Sharda Prem CHS,19.17786563,72.9733075,
356,B3,19.22338058,72.9628415,
357,"0, Mahakali Caves Rd, Chakala, Andheri East",19.11556493,72.86083749,
358,"Wing-C, New Link Cross Rd, Anand Park, Dahisar West",19.26114561,72.8492783,
359,kalubai apts no 1 matoshri nager,19.18058706,73.05196948,
360,Shree Swami Samarth Marg,19.18001097,72.981827,
361,Mumbai - Agra National Hwy,19.23135418,73.03164858,
362,Jeevanprabha Soc.,19.23276792,72.84896646,
363,"H-7, Kusumargraj Marg, Tulsi Dham, Samata Nagar, Thane West",19.20493569,72.96407611,
364,Sant Namdev Rd,19.21251142,73.09776364,
365,Madh - Marve Rd,19.19239435,72.79161458,
366,Narayan Dairy Road,19.16782308,73.00664196,
367,Ixora,19.22745782,72.97265027,
368,Sion - Panvel Expy,19.05298767,72.94181121,
369,Sai Sparsh CHS,19.02678223,73.02302392,
370,Lokmanya Tilak Terminus Flyover,19.06934891,72.8927565,
371,Jari Mari Rd,19.15480049,72.96688285,
372,Panchsheel Co-operative Housing Society,19.24790103,73.14481432,
373,"C5, Mukund Company Rd, Bhola Nagar, Kalwa",19.1905255,73.0018029,
374,"0, Ghodbunder Rd, Patlipada, Thane West",19.24494503,72.97055989,
375,Shital Society,19.17761281,72.87891107,
376,Regency Estate,19.2012378,73.1114801,
377,"Om Sai Apartment, Near Shree Krishna Temple, PO-Katemanivali, Chinchpada Rd, Chinchpada Gaon",19.21643401,73.14226072,
378,Hemant,19.04095144,72.9318188,
379,"300, Rd No 9A, Chembur East",19.05530634,72.89826785,
380,"E10/21, Parasnath Complex Rd, Valpada, Dapode",19.25761758,73.04676205,
381,Railway Sports Ground Ln,18.99032589,72.82625969,
382,"200, Barrister Rajni Patel Marg, Nariman Point",18.92790968,72.82177573,
383,Mumbra Bypass Rd,19.20961868,73.0183847,
384,0-A,19.23951101,72.86655805,
385,Unnamed Road,19.27102617,72.90737589,
386,Sonarpada Naka to Star Colony MIDC Rd,19.19889523,73.09696479,
387,Bandra - Worli Sea Link,19.04147541,72.82821949,
388,Unnamed Road,19.25094931,72.95391972,
389,PM Kulkarni Rd,19.22501591,72.8405544,
390,Amcha Ghar School Road,19.27710989,72.79451081,
391,Sion - Panvel Expy,19.05781105,72.95679298,
392,"1C, Jagatguru Aadi Shankracharya Marg, Dr D Y Patil Vidyanagar, Sector 5, Nerul",19.04148463,73.02374235,
393,"300-23, SB Patil Rd, Santa Cruz, Potohar Nagar, Santacruz West",19.08155261,72.8300977,
394,"WING-B, Lal Bahadur Shastri Rd, Ambedkar Nagar, Kanjurmarg West, Bhandup West",19.12939084,72.92761101,
395,"MHADA Colony 19, Powai",19.12161057,72.90640441,
396,National Park - Kanheri Caves Rd,19.22037338,72.87995479,
397,E13,19.10481671,72.92037774,
398,0 To 24,19.11537938,72.83842132,
399,Gavdevi Mandir Rd,19.19085414,73.10240557,
400,Pranavanandji Marg,19.06156177,72.99552633,
401,"Janta Market Rd, APMC Fruits and Vegetable Market, Sector 19, Turbhe",19.07605367,73.01440954,
402,"0, Sion - Panvel Expy, Sector 30A, Vashi",19.0682942,73.00891935,
403,"22A Shah, Off Veera Desai Rd, Industrial Area, Andheri West",19.13399766,72.83397494,
404,Creek Rd,19.15712852,72.82358275,
405,Usha Sadan Building,18.91117556,72.82070223,
406,"0, Air India Rd, Kolivery Village, Vidya Nagari, Indian Airlines Staff Colony 2, Santacruz East",19.08196411,72.870448,
407,"0, Sahyadri Nagar",19.21150056,72.82850688,
408,Mahankali Rd,19.19486474,72.825128,
409,"0, Roadpali",19.04105903,73.09841538,
410,"WING-A, Bal Rajeshwar Marg, Govardhan Nagar, Mulund West",19.19038053,72.94451347,
411,Unnamed Road,19.19249658,72.88375594,
412,"0, Pipe Line Rd, Students' Residential Zone, IIT Area, Powai",19.13902455,72.91138234,
413,Raintree Marg,19.06649986,73.06485593,
414,"E-101, IRB Rd, MHADA Colony 20, Powai",19.11476801,72.90097173,
415,"R-340, Rd No 7, MIDC Industrial Area, Rabale",19.14102528,73.00776237,
416,Diva Shil Rd,19.16726815,73.0482633,
417,"0, DP Rd, Swapna Nagari, Nirmal Nagar, Mulund West",19.18699351,72.9357567,
418,0 Feet Road,19.22920883,73.10416458,
419,"0, Narlepada",19.23758431,72.95006635,
420,Infinity IT Park Road,19.17351871,72.88930811,
421,Sewri - Chembur Rd,19.03076586,72.87945391,
422,"0, Gupha Rd, Janata Colony, Jogeshwari East",19.13849998,72.85551039,
423,Kumkum Park Rd,19.13410729,72.99994351,
424,"0-70, New Link Rd, Highland Park, Andheri West",19.142296,72.83113519,
425,"100, Sector 12",19.08921326,73.00241993,
426,SANT,19.01978186,72.91131138,
427,Electrosoft Rd,19.24212303,73.01223202,
428,Central Rd N,19.15701891,73.00497217,
429,Adonia,19.11307271,72.91163886,
430,Saket Rd,19.21975193,72.99036994,
431,"0, Koliwada",19.27822878,72.96757666,
432,"0, Laxman Mhatre Rd, I C Colony, Marian Colony, Borivali West",19.25101324,72.84886847,
433,Bhagirathi Bhavan,18.95827777,72.80597072,
434,"0/506, Western Express Hwy, Aarey Colony, Goregaon East",19.15466343,72.8574596,
435,Unnamed Road,19.27356224,72.80446247,
436,"0, Anand Nagar",19.26795299,72.96369929,
437,Gurudwara Road,19.22652428,73.16819487,
438,Rambaug Lane Number 5,19.24111747,73.13822776,
439,"Plot No.15, Kalamboli Link Rd, Roadpali, Kalamboli, Panvel",19.03462586,73.08865904,
440,Bhima Mangal Chawl,19.15171041,72.94616597,
441,"100, Uran Rd, Sector 32, Seawoods",19.00211663,73.0334501,
442,"0, Mysore Colony Road, Mysore Colony, Chembur East",19.0318627,72.89043301,
443,4C,19.12523593,73.00695174,
444,"900/2, Uran Rd, Mominpada, Old Panvel, Panvel",18.98424024,73.10952367,
445,Bandra - Worli Sea Link,19.03197196,72.8157344,
446,PLATINUM PRIDE,18.9764734,73.10190321,
447,"700-754, Dr Ghanti Rd, Central Railway Colony, Parsee Colony, Dadar",19.015803,72.85030633,
448,1B-66,19.141437,72.86807943,
449,"0, Katemanivali Rd, Bhagwan Colony, Kolsewadi, Kalyan East",19.22924364,73.14227214,
450,Sion - Panvel Expy,19.06253798,72.9763659,
451,Western Express Hwy,19.28436702,72.90174646,
452,"0, Mugalsan Rd, Sector-19, Airoli",19.16041491,72.98846194,
453,Chhatrapati Shivaji International Airport Area,19.0960831,72.8733671,
454,Andheri Road,19.20737776,73.07835782,
455,"0, Maker Arcade, Chamundeshwari Nagar, Cuffe Parade",18.91692019,72.81357715,
456,Bablram Palevar Chawl,19.11288838,72.85043881,
457,Kanishka Co-op Hsg. Soc.,19.21278818,73.08385988,
458,Dapuda Rd,19.26190072,73.03980849,
459,Modispaces New Life,19.19553981,72.83484877,
460,Mansarovar Station Rd,19.01588473,73.07869118,
461,"6900, Rd Number 34, Hanuman Nagar, Wagle Industrial Estate, Thane West",19.20117166,72.94749844,
462,MH SH 76,19.13057484,73.05441618,
463,Darshani Society,19.19554246,72.96417898,
464,Kala Talaw Road,19.24963265,73.13176074,
465,Pipe Line Rd,19.22435782,72.99772317,
466,Mumbra Bypass Rd,19.18879441,73.01443923,
467,Old Link Rd,19.20372992,72.82510111,
468,Shree Enterprises Road,19.25693052,73.01072265,
469,"0, Frere Rd, Indira Docks, Mumbai Port Trust, Mazgaon",18.93998489,72.84212835,
470,7A-B,19.15131531,72.84334728,
471,"100, Carter Rd, Bandra West",19.05998716,72.8202088,
472,Roopchand Apartments,19.21629713,72.97977875,
473,Sabe Rd,19.18255597,73.04176625,
474,Sarojini Naidu Marg,19.20028598,72.84286906,
475,Rustomjee Acura,19.20911968,72.98676051,
476,Kolegaon-Dombivali Rd,19.16128109,73.08764783,
477,0-106,19.22671788,72.94945052,
478,vipul waykar b401,19.23980151,73.08487851,
479,Dev Darshan Apartment,19.14512722,72.93770385,
480,Unnamed Road,19.16108116,72.89645673,
481,Unnamed Road,19.02372691,73.06284918,
482,JNPT Rd,18.9684176,73.13044756,
483,MH SH 76,19.13805193,73.04892666,
484,Mohane Rd,19.24483666,73.15614903,
485,"300, Central Rd N, Sector 8, MIDC Industrial Area, Ghansoli",19.12946529,73.01586508,
486,"D-5, Vikhroli Park Site Rd Number 1, Ganga Society, Vikhroli Park Site, Varsha Nagar, Vikhroli West",19.10341904,72.91451525,
487,"WING-P, Uttan Rd, Rai Village",19.2999913,72.83208468,
488,"Taloja Phase 1 Rd, Sector 11, Petali, Taloja",19.07258223,73.09136714,
489,Ajitnath,19.19367434,72.84745078,
490,Ganesh Mandir Road,19.08439873,73.06804354,
491,"100, SV Rd, Khan Estate, Jogeshwari West",19.13893364,72.84567681,
492,M1,19.03847325,73.05662943,
493,0-63,19.2705371,72.88443703,
494,Ghodbunder Rd,19.28041884,72.92496377,
495,MH SH 76,19.00713958,73.10755589,
496,Bunder Rd,19.27023616,72.98324027,
497,Palm Beach Rd,19.03224538,73.00396867,
498,"0-502, MG Road, Mulund West",19.17248947,72.95611076,
499,E-202,19.06349341,72.91275373,
500,Thane - Belapur Rd,19.06604247,73.0210771,
501,"Parishram Building, Pandurang Wadi,Ramchandra Nagar, SBI Colony, Dombivli East",19.20603365,73.09117428,
502,"Plot No. 49, Sector 20, Kamothe, Panvel",19.01380582,73.09846144,
503,Unnamed Road,19.26340813,72.78071695,
504,Madh - Marve Rd,19.20050824,72.79870043,
505,"J-57, Railway Station Rd, Poonam Sagar Complex, Mira Road East",19.27219469,72.8593748,
506,Mumbai - Agra National Hwy,19.14292033,72.95069545,
507,MDP Rd,19.17086725,72.83491955,
508,"0, Kevni Pada",19.12846602,72.84488212,
509,Annexe Building,19.09722491,72.84523769,
510,Bhiwandi - Wada Rd,19.23594153,73.0037003,
511,Mehra Bhavan,19.07460846,72.83312558,
512,"0, Anjur",19.21491346,73.03720568,
513,"200, Swami Vivekananda Rd, Mahim West, Mahim",19.04345678,72.83902118,
514,Highland Park,19.22233186,72.97904851,
515,Ambedkar Chawk Road,19.21310136,72.95216991,
516,"0, Marol MIDC Industry Estate",19.12157832,72.87234362,
517,"0, Anand Nagar Rd, MHADA Colony, Mulund East",19.16859382,72.97283106,
518,RSC Rd Number 1,19.21512802,72.81068193,
519,"0, Ganpat Rao Kadam Marg, Upper Worli, Worli",18.99711933,72.82048822,
520,"0, Garodiya Nagar Rd, Garodia Nagar, Ghatkopar East",19.07682516,72.91290034,
521,Mulund - Airoli Rd,19.14964321,72.98822876,
522,Kharghar Hills,19.02510613,73.05249091,
523,MH SH 76,19.08425453,73.08498189,
524,Dana Pani Rd,19.16788807,72.78711783,
525,Unnamed Road,19.2540773,73.10543549,
526,Ram Mandir Ln,19.0126258,72.86577313,
527,0/11 Ganesh bhanae chowl amardeep colony,19.21207438,73.12828324,
528,3rd Ave St,19.15063121,73.07494505,
529,"0, Beverly Park Rd, Periwinkle, Mira Bhayandar, Beverly Park, Mira Road East",19.29291511,72.87397117,
530,H2 Road,19.05456019,72.92328894,
531,Reliance Media Works,19.16271902,72.88598245,
532,Casa Rio Internal Road,19.1405938,73.08143463,
533,"0, Pandurang Budhkar Marg, Worli, Lower Parel",19.00591043,72.8260809,
534,MDP Rd,19.18501903,72.82657774,
535,Unnamed Road,19.1662193,72.80011796,
536,Jijamata Rd,19.12626537,72.86361517,
537,"0, Madh - Marve Rd, Dharvali, Aksa Gaon, Madh",19.17494786,72.8017272,
538,Unnamed Road,19.25451798,73.02678038,
539,Vardhman Estate,18.99126288,72.83901347,
540,Mashachapada Rd,19.27957236,72.89857899,
541,Mantralay Rd,19.01729101,72.88622012,
542,"B/15, Dargah Road, Shantiniketan Society, Tulshet Pada, Mulund West",19.16310238,72.9299045,
543,Killeshwar Mahadev Marg,19.13293885,72.79351647,
544,Turbhe Rohinjan Road,19.09406483,73.07768259,
545,"0, SK Bole Marg, Prabhadevi",19.01903238,72.83032994,
546,"0, Veera Desai Road, Veera Desai Industrial Estate, Andheri West",19.1413548,72.8379562,
547,"A-467, S Central Rd, MIDC Industrial Area, Mahape",19.12226956,73.03231146,
548,Vardhaman Palace,19.07152128,72.99919366,
549,Ovali Gaon Road,19.25941656,73.05569455,
550,"BIT NO-1, Yashvant Rao Chavan Marg, Agarwadi, Govandi East",19.04448586,72.92270241,
551,Kailash Heights,19.09443694,72.88584675,
552,"0, Sector 4E, Kalamboli, Panvel",19.02809479,73.10585983,
553,"Wing-A, Geeta Nagar Road, Phase 4, Phase 3, Geeta Nagar, Mira Road East",19.28948353,72.85863261,
554,"0, Paranjape B Scheme Rd Number 2, Navpada, Paranjape Nagar, Vile Parle",19.1045924,72.85219749,
555,Foot Over Bridge,19.27900382,72.85309365,
556,Mumbai - Agra National Hwy,19.25035128,73.05315031,
557,"0, MG Ramachandran Marg, Datta Nagar, Trombay",19.04135106,72.95367519,
558,New Kalyan Rd,19.21982124,73.10406523,
559,"0, Reynolds Road, Tejas Nagar Colony, Wadala West, Wadala",19.0105331,72.85541383,
560,"Opp., Eastern Express Hwy, Runwal Nagar, Thane West",19.21074561,72.97270921,
561,PN-13,19.23507743,72.87524333,
562,School Rd,19.21003578,72.79208781,
563,"0, Sector 27",19.0164813,73.02578905,
564,Anandnagar Vadavali Road,19.27069278,72.97157399,
565,way to Bis Milla Chawl,19.04471455,72.85918576,
566,Sakharam Appa Kadam Chawl,19.193497,72.8669235,
567,D-2,19.16509872,73.02092396,
568,Unnamed Road,18.92027229,72.8365125,
569,"Pestom Sagar Rd Number 6, Pestom Sagar Colony, Ghatkopar East",19.07124134,72.90497147,
570,"0, Neelam Nagar",19.17674838,72.96393591,
571,Unnamed Road,19.26609619,72.91967421,
572,A-1,19.2104808,73.01002141,
573,Janaki Avenue,19.29641702,72.85560163,
574,"0-B, Lal Bahadur Shastri Marg, Gandhi Nagar, Kirti Vihar, Ghatkopar West",19.08955403,72.90445558,
575,"0, Chendani Bunder Road, Mahagiri Koliwada, Jambli Naka, Thane West",19.19658239,72.984072,
576,Kendriya Sadan,19.02405711,73.03898195,
577,Sharda Apartments,18.93477731,72.82171334,
578,"B-11/2, Kher Wadi Rd, Government Colony, Bandra East",19.06852014,72.84994502,
579,Bhiwandi - Murbad Rd,19.25126488,73.09619032,
580,"300, Balkrishna Nakashe Marg, Janata Nagar, Tardeo",18.9724082,72.81288534,
581,"A-1, IC Colony Rd, I C Colony, Borivali West",19.24632159,72.8421587,
582,MH SH 76,19.05571304,73.09763574,
583,"0-3, Savitribai Phule Marg, Krishan mandir Area, Sector 19, Nerul",19.03528011,73.02477572,
584,"200, Station Road, Railway Staff Quarters, Naupada, Bandra East",19.06329348,72.84200183,
585,"WING-B, Bhagwanlal Indrajit Rd, Teen Batti, Malabar Hill",18.95430186,72.79164791,
586,2-Sep,19.09061985,72.92800378,
587,Narayanshet Patil Road,19.14951375,73.0634841,
588,Madhuri CHS,19.1961137,72.99223236,
589,Sassoon Dock Rd,18.89795539,72.82538344,
590,"0/A, Bhagwanlal Indrajit Rd, Teen Batti, Malabar Hill",18.94669973,72.79210326,
591,Keshavrao Khadye Marg,18.980127,72.82336204,
592,Unnamed Road,19.29372942,72.94415136,
593,Kalyan - Shilphata Rd,19.15255201,73.05656172,
594,Mansarovar Complex,19.27797833,72.87916374,
595,Shri Babasai Bazar Rd,19.21586977,73.15868651,
596,"Gr. Flr, Tikuji Ni Wadi Rd, Hill Garden, Kokanipada, Thane West",19.23640756,72.96725441,
597,Vastu Vihar Rd,19.04369286,73.08170243,
598,"100, Collectors Colony Rd, कलेक्टर कॉलोनी, Chembur East",19.04435159,72.89194254,
599,Railway Bridge,19.01663493,72.84188548,
600,Sector 15 Sanpada Rd,19.05514629,73.00057401,
601,Nehru Rd,19.22232104,73.09364146,
602,B-14,19.12221074,72.91920929,
603,Ganesh Mandir Road,19.07830291,73.07363881,
604,"200, MIDC Industrial Area",19.08188284,73.02429911,
605,Lodha Casa Rio Gold Rd,19.16331706,73.07451998,
606,"100, Dargah Rd, Amrut Nagar, Sonaji Nagar, Mumbra",19.17438971,73.02093894,
607,"WING-B, Lal Bahadur Shastri Marg, GKW Colony, Bhandup West",19.13983086,72.93100072,
608,"0-104, Nargis Dutt Rd, Pali Hill",19.06423511,72.829504,
609,"0, 2 chaupati Roed",19.31914064,72.85066802,
610,"100, Swadeshi Mills Rd, Tadwadi, Chunabhatti, Sion",19.05096789,72.87434844,
611,M 5,19.04251944,72.86987155,
612,"0, Dr Baba Saheb Ambedkar Rd, Dhaku Prabhuchi Wadi, Byculla East, Mazgaon",18.98311254,72.83627956,
613,Pimpalner Road,19.25728621,73.06615464,
614,"0, Kulupwadi Ln, Kulupwadi, Borivali East",19.22952216,72.86556279,
615,Khandeshwar Rd,19.00663612,73.08974534,
616,Badlapur - Katai Road,19.16858487,73.094225,
617,Kalyan - Shilphata Rd,19.18341606,73.09192084,
618,HCC Building,19.11965833,72.92620965,
619,Zakeria Rd,19.18198762,72.83568152,
620,Tarodi Rd,19.29722491,72.8014843,
621,Everest World,19.23179856,72.98252245,
622,Wing-C,19.23665061,72.82637459,
623,Pushp Sindhu - Saroj Road,19.01049645,73.12581732,
624,"0, Dargah Rd, Haji Ali, Breach Candy, Cumballa Hill",18.98090116,72.807446,
625,"0, Khan Abdul Gaffar Khan Road, Police Camp, Worli Sea Face, Worli",19.00479748,72.81052263,
626,Ram Building,19.19100891,72.97350616,
627,Unnamed Road,19.28799186,72.79250751,
628,"A, Thakur Village Rd, Pandey Compound, Thakur Village, Kandivali East",19.21353242,72.87874722,
629,"0, Station Road, Sen Nagar, Santacruz East",19.08125645,72.84175389,
630,Rajiv Gandhi Jogers Park,19.08210342,72.99195506,
631,Marine Lines Flyover,18.94279844,72.82220637,
632,Malet Bandar Rd,18.9546703,72.85174453,
633,"T-39, Lokhandwala Complex Rd, SV Patel Nagar, Andheri West",19.13623168,72.82542631,
634,"0, Bandar Kurla Complex Rd, Kala Nagar, Bandra East",19.05612768,72.85146074,
635,"0, Station Road, Wing F, Sector 8, Kharghar",19.02963755,73.06843141,
636,"0, SG Barve Marg, Sindhi Society, Chembur East",19.05261001,72.88904242,
637,Vishwakarma Jeevandip Bungalow 2,19.12254444,72.88632372,
638,"C/209, Raheja Vihar Circular Rd, Hillside Cooperative Society, Raheja Vihar, Chandivali, Powai",19.12044922,72.89536599,
639,"Belle View, PLOT NO. 8/10, sector -12, 2, Panvel Matheran Rd, Sector 12, New Panvel East, Panvel",18.99820584,73.1267604,
640,Unnamed Road,19.28603629,72.84191702,
641,"D-54, Swaminarayan Rd, Sector 5, Shanti Nagar, Mira Road East",19.28234714,72.86342772,
642,Unnamed Road,19.21898417,73.04720064,
643,"0-4, Guru Gobind Singh Rd, Veena Nagar, Mulund West",19.17747873,72.94083014,
644,"Building Number 3, Gaurav Enclave Rd, Chandan Shanti, Mira Road East",19.28538826,72.8755545,
645,EL-99,19.10602429,73.02913867,
646,"WING-A, Shiv Sena Galli, Janata Nagar, Bhayandar West",19.30923063,72.84783992,
647,Suyash Building,19.00914121,72.83525891,
648,Bellpepper St,19.25692731,72.97944558,
649,Plot No. 48,19.04030142,73.06848873,
650,"D-15, Madh - Marve Rd, Bhati Gaon, Madh",19.1525775,72.78690276,
651,Mankoli - Anjurphata Rd,19.25133004,73.03841571,
652,David Joshua,19.0214964,73.08815021,
653,"0, Sector 2",19.16281684,72.9985478,
654,Dahisar Gaon Rd,19.11377935,73.06541214,
655,Mumbai - Agra National Hwy,19.24309067,73.04813836,
656,Unnamed Road,19.26043597,72.95756391,
657,BARC Rd,19.00327908,72.90519694,
658,Pimplas Rd,19.2538658,73.07409921,
659,"100, Cardinal Gracias Rd, AAI Colony, J B Nagar, Andheri East",19.10439385,72.86220498,
660,"0, Akurli Road, Anita Nagar, Lokhandwala Twp, Kandivali East",19.19756567,72.8790049,
661,Dana Pani Rd,19.17453376,72.79105186,
662,Dahisar Check Naka,19.26038123,72.87458364,
663,"0, Ghodbunder Rd, Owale, Thane West",19.27731146,72.95808319,
664,Ram Bhuvan Chawl,19.14719077,72.9292733,
665,Lala Lajpatrai Marg,18.98818343,72.81133463,
666,"2000, Uttan Rd, Shivaneri Nagar, Uttan",19.29540312,72.81873463,
667,Janjira Chambers,18.92508986,72.83298892,
668,"0, Bhulabhai Desai Marg, Breach Candy, Cumballa Hill",18.97131946,72.80034699,
669,Dayabhai Chawl,19.1858374,72.84477924,
670,Neelkanth Smruti,19.09787286,72.90926977,
671,"400, MIDC Industrial Area",19.12102042,73.02080978,
672,Godrej and Boyce Factory Rd,19.0947385,72.91903131,
673,Patil Pada Road,19.17269406,73.06663081,
674,BJ Road,19.04580826,72.81477627,
675,Chandrama CHS,19.22468304,73.07758814,
676,"0, Kondivita Rd, Bhim Nagar, Andheri East",19.11313507,72.870484,
677,"A-10, Mithaghar Rd, Tridal Society, Patil Nagar, LIC Housing Colony, Mulund East",19.16372055,72.95467525,
678,0/1,19.11843439,73.05429641,
679,"0/16/91, RCF Colony Rd, Gulab Park Colony, RCF Colony, Chembur East",19.04258121,72.90851765,
680,"P-2, SV Rd, Rani Sati Nagar, Sunder Nagar, Malad West",19.17663301,72.84586252,
681,Vijay Marg,19.0033772,73.11574727,
682,"0/A, Rafi Ahmed Kidwai Rd, Kasturba Gandhi Nagar, Wadla Village, Wadala",19.02115099,72.86061712,
683,Eastern Fwy,19.0180584,72.87347614,
684,"0, Godrej Creekside Colony",19.10516426,72.93674023,
685,Niwara Society,19.2052969,73.10220015,
686,VN Purva Rd,19.04104089,72.94289544,
687,Patil Gally,19.14206772,72.78764001,
688,Chelsea,19.25193809,72.98465436,
689,General Arunkumar Vaidya Marg,19.05245518,72.83052532,
690,"A/2,406, Moulana Azad Rd, Daulat Nagar, Kausa, Mumbra",19.16866051,73.03419522,
691,"0, Airoli Knowledge Park Road, MSEB Staff Colony, TTC Industrial Area, Airoli",19.17190796,72.98662462,
692,Unnamed Road,19.28816686,72.95932342,
693,Unnamed Road,18.91354834,72.83931251,
694,MDP Rd,19.1757122,72.82729215,
695,Mumbai - Agra National Hwy,19.24043641,73.03859419,
